Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Agricultural raw materials imports (% of merchandise imports),1.50822064107127,1.41937336013065,1.93558428545044,1.69257163372902,1.37756787166442,1.57172492649505,1.25505089069446,1.30471638240342,1.23771028584232,1.183510260069,1.2069040101534,0.969522419239396,1.16795125640497,1.17854952075924,1.22326510239337,1.32078117938777,1.43498064768998,1.43868935711739,1.32210750105695,1.24876231748859,1.41264313694009,1.51431890998682,1.50022319385194,1.64644208273108,1.69499013402884,1.62331102648687,1.61517987582657
"Agriculture, forestry, and fishing, value added (% of GDP)",24.1507235373736,24.0560999377549,23.7267418759523,23.4398988332233,23.0463598231227,22.8211479342179,14.1721468397886,14.1702868527657,13.4691278963937,13.0735432996184,12.5899676936002,11.4490682853821,11.6376079270391,11.3336648903463,11.8486078978063,11.2341516901897,11.2587427520036,10.7227497533367,10.3562211023868,10.0744834989334,9.96700303156264,9.66139547275044,9.69628663196754,9.435507565446,9.40872555064273,9.92699186181468,9.29899681666786
"Agriculture, forestry, and fishing, value added (annual % growth)",3.50697278288411,2.55597398861664,2.93663026429786,3.72560065289437,2.10802466265652,2.59613740782649,1.15726701950227,5.35503753082986,2.51011280630837,4.15069839869867,2.12716025835124,1.25183465264512,5.87886183468626,0.885394038234864,3.80422752488154,-0.249889146361852,5.02445466472592,4.93945271020249,4.74503484497977,1.6053581577371,2.62573480520064,2.38870016442259,3.30744177842929,2.50857395064932,1.69876273494613,-0.0899427284875856,4.27536755829554
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",3449235988.32234,3537397562.98986,3641277850.39316,3776937321.7611,3856556091.9969,3956677587.35505,4002466912.14155,4216800517.44577,4322646967.25066,4502067005.70173,4597833185.85136,4655390454.94266,4929074427.65391,4972716158.77652,5161889595.62293,5148990593.77628,5407699291.85158,5674810041.08254,5944081754.91832,6039505556.27346,6198086955.72656,6346140669.02905,6556035576.83441,6720498577.51018,6834663902.94751,6828516619.75025,7120460804.02387
"Agriculture, forestry, and fishing, value added (constant LCU)",25022613800.0,25662185300.0,26415788800.0,27399935600.0,27977533000.0,28703868200.0,29036048600.0,30590939900.0,31358807000.0,32660416500.0,33355155900.0,33772707300.0,35758158100.0,36074758700.0,37447124600.0,37353548300.0,39230360400.0,41168125500.0,43121567400.0,43813823000.0,44964257800.0,46038319100.0,47561009700.0,48754112800.0,49582329500.0,49537733800.0,51655654000.0
"Agriculture, forestry, and fishing, value added (current LCU)",20565957500.0,22968417500.0,25594838900.0,29070756500.0,31178721900.0,34173076800.0,20498470600.0,22659485500.0,23077418100.0,24494186100.0,25741812300.0,25890297100.0,29975722700.0,32991074800.0,35902123300.0,36821342500.0,41088703200.0,41657802800.0,43121567000.0,45065817000.0,47445209000.0,48500370000.0,51051668000.0,52024377100.0,55885197200.0,59570830200.0,61891141200.0
"Agriculture, forestry, and fishing, value added (current US$)",3539386207.96475,3770754120.69871,4220993601.26655,4546283701.36369,4221727201.33238,4401955028.8742,2608414839.65387,2897002633.69856,2906146419.17163,3082388275.28511,3372020059.35595,3405439130.21689,3906494868.44259,4363882620.54056,4398931735.43522,4569668522.47352,5277648958.60441,5317832951.75082,5488429152.07106,5828305613.6565,6198086955.72656,6381680532.35178,6947753376.83124,6918903508.56777,7260931531.93746,7714779898.07878,8002073493.08051
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",2628.55896659355,2630.76929010268,2659.68994434053,2711.01528528572,2610.48813127344,2527.4022978905,2648.9990567771,2839.95212219721,2997.34354324271,2816.04828162077,2920.80642021318,3016.31776675119,3129.92674239064,3075.86311879369,3080.75475334094,2997.25729780706,3108.65639757025,2991.18622213772,3444.96503439075,3298.25288081691,3270.12476174392,3515.2330374901,3254.27821440955,3242.99763859618,3263.14104559512,-1.0,-1.0
"Air transport, freight (million ton-km)",24.6000003815,25.7999992371,44.2999992371,2.5,2.5999999046,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.090865359,4.18679866601752,3.7122254448016,0.0,0.09123,0.45552,0.63203,0.546373,0.107366,0.0273,0.000643636,0.00012
"Air transport, passengers carried",300000.0,300000.0,508400.0,506400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,313892.0,326146.206150004,288013.900825685,78264.0,69768.0,93129.0,111830.0,155524.0,145795.0,107350.0,25217.454,1766.181
"Air transport, registered carrier departures worldwide",5100.0,5100.0,6400.0,6500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8875.0,9148.0,8091.0,2556.0,2214.0,3012.0,3102.0,3577.0,3205.0,2623.0,673.09,48.0
Alternative and nuclear energy (% of total energy use),2.56408299928783,2.67705208787447,2.59914905426396,2.34620090854861,2.28721927466616,1.96062395820432,1.89756549956513,1.63124829744877,2.62985916042654,2.37748383142533,2.57157362514678,3.15633325494233,2.72952807728891,3.44379932541454,2.52261783162218,2.95036196357293,2.90597953335882,3.00498129888254,2.90269850627609,2.56505551987625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.6410745586,59.6454244038,58.7779546777,58.0154093696,57.3398374772,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,56.7371619386,-1.0
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.4883340673,21.6694829334,22.698570187,23.6031846459,24.4046217479,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,25.11958124,-1.0
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.8705913741,18.6850926628,18.5234751353,18.3814059845,18.2555407749,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,18.1432568214,-1.0
"Annual freshwater withdrawals, total (% of internal resources)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.22289159249084,2.3871227978022,2.55135400311355,2.71558520842491,2.87981641373626,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,3.04404761904762,-1.0
"Annual freshwater withdrawals, total (billion cubic meters)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.427397619,2.6067380952,2.7860785714,2.9654190476,3.1447595238,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,3.3241,-1.0
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Antiretroviral therapy coverage (% of people living with HIV),-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,8.0,8.0,9.0,13.0,20.0,26.0,29.0,33.0,38.0,43.0,48.0,50.0,50.0,52.0,57.0,64.0,68.0,69.0,73.0
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Aquaculture production (metric tons),3675.0,3421.0,4407.0,3124.0,4850.0,3963.0,5100.0,7978.0,6346.0,4908.0,9008.0,16293.0,16400.0,18727.0,16623.0,22792.23,21468.0,17743.0,19762.0,21395.0,22247.6,23448.9,26360.0,28317.0,31000.0,33651.0,32583.45
Arable land (% of land area),12.6446435237029,12.7006345651362,13.4698581560284,14.2390817469205,15.0083053378126,15.7775289287047,16.5467525195969,17.315976110489,18.0851063829787,15.5748413587159,13.0645763344532,14.053751399776,14.7069802164987,14.7536394176932,14.3766330720418,13.9996267263904,13.6226203807391,13.2456140350877,12.8686076894364,13.1849570735349,13.7178051511758,13.876446435237,14.0350877192982,14.1937290033595,14.3523702874207,14.501679731243,14.501679731243
Arable land (hectares per person),0.131722386370242,0.129164609618236,0.133795102537345,0.138134193477132,0.142187154929,0.145880488821124,0.149361099400121,0.152753838273794,0.15609729065686,0.131602727243767,0.108122368571855,0.113975810791072,0.116939824294946,0.115071373000908,0.110041363724349,0.105205675271835,0.100526701242949,0.0960225659118403,0.0916645667127604,0.0923082993974513,0.0944279844976229,0.0939492749731641,0.0934892100149322,0.0930448799317304,0.0926281372963401,0.0921799326184861,0.0908254278000386
Arable land (hectares),1355000.0,1361000.0,1443430.0,1525860.0,1608290.0,1690720.0,1773150.0,1855580.0,1938000.0,1669000.0,1400000.0,1506000.0,1576000.0,1581000.0,1540600.0,1500200.0,1459800.0,1419400.0,1379000.0,1412900.0,1470000.0,1487000.0,1504000.0,1521000.0,1538000.0,1554000.0,1554000.0
ARI treatment (% of children under 5 taken to a health provider),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Armed forces personnel (% of total labor force),1.58421238427889,1.54114180332139,1.33863840593348,1.06026663647137,1.02238907078582,1.28454334969568,1.19027291966154,1.1562839328612,1.1239688589263,1.03942135413215,1.01679340219708,0.725355978808829,0.709791430830014,0.69475308574583,0.664914008380808,0.65121382129575,0.770945383167146,0.707286657764553,0.744428533188929,0.731696373029519,0.71482085144877,0.696096427060736,0.675589369239913,0.665132047637978,0.663463935951969,0.671468237131975,-1.0
"Armed forces personnel, total",56500.0,56500.0,50500.0,41200.0,40900.0,52900.0,50400.0,50400.0,50400.0,48000.0,48000.0,35000.0,35000.0,35000.0,34212.0,34212.0,42300.0,42300.0,42300.0,43050.0,43050.0,43050.0,43000.0,43050.0,43000.0,43000.0,-1.0
Arms exports (SIPRI trend indicator values),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Arms imports (SIPRI trend indicator values),4000000.0,2000000.0,-1.0,1000000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2000000.0,-1.0,-1.0,33000000.0,-1.0,-1.0,4000000.0,14000000.0,-1.0,-1.0
"Automated teller machines (ATMs) (per 100,000 adults)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.02,30.82,33.17,35.26,36.07,37.55,37.91,36.84,36.93,36.09,36.91
Average precipitation in depth (mm per year),1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,-1.0
Average time to clear exports through customs (days),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,-1.0
Average transaction cost of sending remittances from a specific country (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Average transaction cost of sending remittances to a specific country (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.51658045977012,6.20056401541508,4.99,4.74039784946236,4.69967553688142,5.29436167201359,4.98864464461803,5.24011515080929,3.993596,3.942211,-1.0
"Average working hours of children, study and work, ages 7-14 (hours per week)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.2,-1.0,31.0951,18.5495264756686,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.6,-1.0,26.94339,17.9196157455971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.6,-1.0,32.84649,18.782170748119,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Average working hours of children, working only, ages 7-14 (hours per week)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.7,-1.0,38.76818,34.445800832488,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Average working hours of children, working only, female, ages 7-14 (hours per week)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.5,-1.0,31.77454,35.0516334600177,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Average working hours of children, working only, male, ages 7-14 (hours per week)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.7,-1.0,41.30458,34.1815365551425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Bank capital to assets ratio (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.90614722173021,6.72598895851595,6.59677167363158,6.6262106162069,6.91581201111457,6.94470475794164,6.86319318094466,7.05377047208767,6.96779716958348,7.08221947970916,6.93745434347598,6.47910281397956,6.59644201234953
Bank liquid reserves to bank assets ratio (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.4484041629671,43.7994996801551,31.9755950236051,32.3749588697427,29.4835991937868,23.1280805807265,17.8067470605432,21.7100329235457,24.5978078593631,26.2104945671437,25.4591890207521,23.7013223918666,24.8032385887205,23.6339277824749,22.8580058177,23.3629917950814,26.8314389298075,25.1784434203386,26.323772431678,31.2257943221278,28.9224160943327
Bank nonperforming loans to total gross loans (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.71061566979647,2.11039674737654,1.60613239480949,1.34453970286515,1.19312533153281,1.28775491932621,1.34732299472207,2.05475436425969,2.32399816309541,2.17622104946276,2.20127204363775,1.83008750356037,1.72976919973524
Battle-related deaths (number of people),27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.287490454583462,-1.0,-1.0,-1.0,-1.0,0.644372038124707,-1.0,-1.0,0.985193357141994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.07450804012487,-1.0,-1.0,-1.0,-1.0,11.8854714307046,-1.0,-1.0,0.985193357141994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.200073647975,-1.0,-1.0,-1.0,-1.0,30.4671193780707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Binding coverage, all products (%)",100.0,-1.0,100.0,100.0,100.0,100.0,100.0,99.96,99.96,99.96,99.96,99.96,99.98,99.98,99.98,99.98,99.98,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,99.98,-1.0
"Binding coverage, manufactured products (%)",100.0,-1.0,100.0,100.0,100.0,100.0,100.0,99.95,99.95,99.95,99.95,99.95,99.97,99.97,99.97,99.97,99.97,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0
"Binding coverage, primary products (%)",100.0,-1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,99.92,-1.0
"Bird species, threatened",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0
"Birth rate, crude (per 1,000 people)",37.349,36.766,36.228,35.777,34.914,34.505,34.143,33.227,32.249,31.397,30.438,29.658,29.195,28.43,27.934,27.525,27.198,26.91,26.336,26.077,25.834,25.541,24.791,23.929,22.858,21.816,21.12
Births attended by skilled health staff (% of total),34.8,-1.0,-1.0,-1.0,40.4,41.4,41.4,41.4,-1.0,-1.0,-1.0,-1.0,31.4,-1.0,51.5,52.3,-1.0,58.7,62.8,67.0,65.5,69.8,69.6,-1.0,-1.0,-1.0,-1.0
"Borrowers from commercial banks (per 1,000 adults)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.96,88.98,110.29,136.16,145.02,139.52,138.91,146.18,154.61,157.52,155.55,151.62,150.85,149.45,146.02,145.88,144.08,148.2
"Bound rate, simple mean, all products (%)",41.15,-1.0,41.18,41.18,41.18,41.18,41.18,41.04,41.04,41.04,41.04,41.04,41.24,41.24,41.24,41.24,41.24,41.59,41.59,41.59,41.59,-1.0,-1.0,-1.0,-1.0,41.68,-1.0
"Bound rate, simple mean, manufactured products (%)",39.5,-1.0,39.41,39.41,39.41,39.41,39.41,39.25,39.25,39.25,39.25,39.25,39.51,39.51,39.51,39.51,39.51,39.47,39.47,39.47,39.47,-1.0,-1.0,-1.0,-1.0,39.55,-1.0
"Bound rate, simple mean, primary products (%)",46.75,-1.0,47.31,47.31,47.31,47.31,47.31,47.12,47.12,47.12,47.12,47.12,47.01,47.01,47.01,47.01,47.01,47.71,47.71,47.71,47.71,-1.0,-1.0,-1.0,-1.0,47.85,-1.0
Bribery incidence (% of firms experiencing at least one bribe payment request),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,-1.0,-1.0,11.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,-1.0
Broad money (% of GDP),19.5598248513479,18.4441410090117,20.4651968731267,21.2672642215164,21.1941327387257,23.2545726020237,32.9553698379889,32.2797015809976,43.7282994717282,44.3120632713663,46.175454092022,47.1752127318754,45.6766463041048,43.8604398640306,46.9158515674456,47.3037841394878,45.5574249270072,46.8018188069586,47.8364018389936,48.0337979407653,49.2412066584011,49.6577547145586,50.8043417636185,53.1954981791198,53.7007319527684,62.7558906766387,61.122290476228
