Indicator Name,Year,Value
Firms experiencing losses due to theft and vandalism (% of firms),1995,-1.0
Firms formally registered when operations started (% of firms),1995,-1.0
Firms offering formal training (% of firms),1995,-1.0
Firms that do not report all sales for tax purposes (% of firms),1995,-1.0
Firms that spend on R&D (% of firms),1995,-1.0
Firms using banks to finance investment (% of firms),1995,-1.0
Firms using banks to finance working capital (% of firms),1995,-1.0
Firms visited or required meetings with tax officials (% of firms),1995,-1.0
Firms with female participation in ownership (% of firms),1995,-1.0
Firms with female top manager (% of firms),1995,-1.0
"Fish species, threatened",1995,-1.0
Fixed broadband subscriptions,1995,-1.0
Fixed broadband subscriptions (per 100 people),1995,-1.0
Fixed telephone subscriptions,1995,286352.0
Fixed telephone subscriptions (per 100 people),1995,2.763191288
Food exports (% of merchandise exports),1995,65.1789674995997
Food imports (% of merchandise imports),1995,11.8607325722898
Food production index (2014-2016 = 100),1995,40.13
"Food, beverages and tobacco (% of value added in manufacturing)",1995,-1.0
"Foreign direct investment, net (BoP, current US$)",1995,-75200000.0
"Foreign direct investment, net inflows (% of GDP)",1995,0.513121288070686
"Foreign direct investment, net inflows (BoP, current US$)",1995,75200000.0
"Foreign direct investment, net outflows (% of GDP)",1995,-0.130016200417741
"Foreign direct investment, net outflows (BoP, current US$)",1995,-19054400.0
Forest area (% of land area),1995,41.9484882418813
Forest area (sq. km),1995,44952.0
Forest rents (% of GDP),1995,1.36040192313683
Fossil fuel energy consumption (% of total),1995,36.6179652855819
Fuel exports (% of merchandise exports),1995,2.01328659272228
Fuel imports (% of merchandise imports),1995,12.4469447162155
GDP (constant 2015 US$),1995,30509434368.8016
GDP (constant LCU),1995,222093460300.0
GDP (current LCU),1995,85156693000.0
GDP (current US$),1995,14655404433.2771
GDP deflator (base year varies by country),1995,38.3427287255428
GDP deflator: linked series (base year varies by country),1995,33.6377394747134
GDP growth (annual %),1995,4.94854750210382
GDP per capita (constant 2015 US$),1995,2965.88597923604
GDP per capita (constant LCU),1995,21590.170175602
GDP per capita (current LCU),1995,8278.26038181411
GDP per capita (current US$),1995,1424.68254256258
GDP per capita growth (annual %),1995,2.40548937446665
"GDP per capita, PPP (constant 2017 international $)",1995,6033.04269462534
"GDP per capita, PPP (current international $)",1995,4065.41710143536
GDP per person employed (constant 2017 PPP $),1995,17877.7895968418
GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),1995,11.6646901413816
GDP per unit of energy use (PPP $ per kg of oil equivalent),1995,7.86035060318135
"GDP, PPP (constant 2017 international $)",1995,62060619128.4742
"GDP, PPP (current international $)",1995,41820075723.2058
GDP: linked series (current LCU),1995,74707219566.09
General government final consumption expenditure (% of GDP),1995,5.50995915259415
General government final consumption expenditure (annual % growth),1995,1.32297377536297
General government final consumption expenditure (constant 2015 US$),1995,2707664493.30243
General government final consumption expenditure (constant LCU),1995,19308183800.0
General government final consumption expenditure (current LCU),1995,4692099000.0
General government final consumption expenditure (current US$),1995,807506797.921041
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),1995,-1.0
Gini index,1995,-1.0
GNI (constant 2015 US$),1995,30172779925.5302
GNI (constant LCU),1995,219559510083.133
GNI (current LCU),1995,84232226500.0
GNI (current US$),1995,14496304426.3931
GNI growth (annual %),1995,4.84563059530029
GNI per capita (constant 2015 US$),1995,2933.15909609961
GNI per capita (constant LCU),1995,21343.8395707982
GNI per capita (current LCU),1995,8188.39105819835
GNI per capita growth (annual %),1995,2.30506629613949
"GNI per capita, Atlas method (current US$)",1995,1360.0
"GNI per capita, PPP (constant 2017 international $)",1995,5967.30400006282
"GNI per capita, PPP (current international $)",1995,4020.0
"GNI, Atlas method (current US$)",1995,13959217874.3919
"GNI, PPP (constant 2017 international $)",1995,61384379245.5902
"GNI, PPP (current international $)",1995,41302572070.1704
GNI: linked series (current LCU),1995,73782753066.09
Goods and services expense (% of expense),1995,14.6368279232597
Goods and services expense (current LCU),1995,942552000.0
"Goods exports (BoP, current US$)",1995,1991000000.0
"Goods imports (BoP, current US$)",1995,3032600000.0
Government Effectiveness: Estimate,1995,-1.0
Government Effectiveness: Number of Sources,1995,-1.0
Government Effectiveness: Percentile Rank,1995,-1.0
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",1995,-1.0
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",1995,-1.0
Government Effectiveness: Standard Error,1995,-1.0
"Government expenditure on education, total (% of GDP)",1995,1.60479998588562
"Government expenditure on education, total (% of government expenditure)",1995,-1.0
"Government expenditure per student, primary (% of GDP per capita)",1995,-1.0
"Government expenditure per student, secondary (% of GDP per capita)",1995,-1.0
"Government expenditure per student, tertiary (% of GDP per capita)",1995,-1.0
Grants and other revenue (% of revenue),1995,5.9843533179398
Grants and other revenue (current LCU),1995,428670000.0
"Grants, excluding technical cooperation (BoP, current US$)",1995,106200000.0
Gross capital formation (% of GDP),1995,15.0551087041391
Gross capital formation (annual % growth),1995,3.62962784086973
Gross capital formation (constant 2015 US$),1995,5737589269.42214
Gross capital formation (constant LCU),1995,41072906500.0
Gross capital formation (current LCU),1995,12820432700.0
Gross capital formation (current US$),1995,2206387068.46109
Gross domestic income (constant LCU),1995,221334058866.266
Gross domestic savings (% of GDP),1995,8.88376994630357
Gross domestic savings (current LCU),1995,7565124700.0
Gross domestic savings (current US$),1995,1301952414.55271
Gross fixed capital formation (% of GDP),1995,14.5147366161812
Gross fixed capital formation (annual % growth),1995,8.69338275568863
Gross fixed capital formation (constant 2015 US$),1995,5304946573.31168
Gross fixed capital formation (constant LCU),1995,37930408700.0
Gross fixed capital formation (current LCU),1995,12360269700.0
Gross fixed capital formation (current US$),1995,2127193353.52631
"Gross fixed capital formation, private sector (% of GDP)",1995,12.0195427269586
"Gross fixed capital formation, private sector (current LCU)",1995,10235445100.0
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",1995,-1.0
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",1995,-1.0
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",1995,-1.0
Gross national expenditure (% of GDP),1995,106.171338757836
Gross national expenditure (constant 2015 US$),1995,33568865081.6285
Gross national expenditure (constant LCU),1995,247818076200.0
Gross national expenditure (current LCU),1995,90412001000.0
Gross national expenditure (current US$),1995,15559839087.1855
Gross national expenditure deflator (base year varies by country),1995,36.4832147785029
Gross savings (% of GDP),1995,11.1498281409307
Gross savings (% of GNI),1995,11.2721998628399
Gross savings (current LCU),1995,9494824920.0
Gross savings (current US$),1995,1634052407.66874
Gross value added at basic prices (GVA) (constant 2015 US$),1995,24004847045.5058
Gross value added at basic prices (GVA) (constant LCU),1995,174560212100.0
Gross value added at basic prices (GVA) (current LCU),1995,85156693000.0
Gross value added at basic prices (GVA) (current US$),1995,14655404433.2771
HFC gas emissions (thousand metric tons of CO2 equivalent),1995,-1.0
High-technology exports (% of manufactured exports),1995,-1.0
High-technology exports (current US$),1995,-1.0
"Hospital beds (per 1,000 people)",1995,-1.0
Households and NPISHs final consumption expenditure (% of GDP),1995,85.6062709011023
Households and NPISHs Final consumption expenditure (annual % growth),1995,5.24500671560158
Households and NPISHs Final consumption expenditure (constant 2015 US$),1995,25064216699.7749
Households and NPISHs Final consumption expenditure (constant LCU),1995,187178833500.0
Households and NPISHs Final consumption expenditure (current LCU),1995,72899469300.0
Households and NPISHs Final consumption expenditure (current US$),1995,12545945220.8034
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),1995,2436.54497136179
Households and NPISHs Final consumption expenditure per capita growth (annual %),1995,2.69476494388027
"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",1995,45155660364.2646
"Households and NPISHs Final consumption expenditure, PPP (current international $)",1995,32876067185.2053
Households and NPISHs final consumption expenditure: linked series (current LCU),1995,63954064764.4283
Human capital index (HCI) (scale 0-1),1995,-1.0
"Human capital index (HCI), female (scale 0-1)",1995,-1.0
"Human capital index (HCI), female, lower bound (scale 0-1)",1995,-1.0
"Human capital index (HCI), female, upper bound (scale 0-1)",1995,-1.0
"Human capital index (HCI), lower bound (scale 0-1)",1995,-1.0
"Human capital index (HCI), male (scale 0-1)",1995,-1.0
"Human capital index (HCI), male, lower bound (scale 0-1)",1995,-1.0
"Human capital index (HCI), male, upper bound (scale 0-1)",1995,-1.0
"Human capital index (HCI), upper bound (scale 0-1)",1995,-1.0
"IBRD loans and IDA credits (DOD, current US$)",1995,158406000.0
ICT goods exports (% of total goods exports),1995,-1.0
ICT goods imports (% total goods imports),1995,-1.0
